ISE,Eff,Sett,Hinf_like,SpecAbs
0.08234922448036905,2.376,1.6600000000000001,0.37994940644158526,-1.1667199568278765
0.08454730097063744,2.376,1.69,0.3773286312779817,-1.187215351975988
0.07904939597969977,2.376,1.56,0.3612548258814222,-1.2599059348126727
0.08384818686084643,2.376,1.69,0.37828824645503834,-1.2086401430965357
0.08468304861912371,2.376,1.6600000000000001,0.3681669887722915,-1.3823503688718295
0.08121057942645843,2.376,1.6300000000000001,0.36333943612369524,-1.2103219050584388
0.08220177211537523,2.376,1.6400000000000001,0.36734329819621614,-1.308222495379347
0.08104325526059852,2.376,1.58,0.36519456347940205,-1.7329865293767202
0.08267463423601361,2.376,1.68,0.37024718885604485,-1.4434196719530443
0.08365933839888089,2.376,1.69,0.3777392896388314,-1.227167559144493
0.08331903582608066,2.376,1.6500000000000001,0.36500156115721083,-1.730862522232314
0.0827993642921993,2.376,1.6400000000000001,0.3789685856883764,-1.1920868318287399
0.08331147294356774,2.376,1.6500000000000001,0.3758209650343597,-1.2863142722791312
0.08205744475527985,2.376,1.6500000000000001,0.37661810281465147,-1.2785057506561253
0.08354825510345285,2.376,1.68,0.36969212951257147,-1.4240942190172903
0.0847911711218712,2.376,1.68,0.36681841178269226,-1.5462446941098253
0.08286696480030155,2.376,1.67,0.3764342461469723,-1.2752368309915099
0.08175745320770098,2.376,1.6300000000000001,0.3697470365153388,-1.4573668668800157
0.08475693223551996,2.376,1.67,0.3801830516147045,-1.1726783379995478
0.08366056210169476,2.376,1.67,0.3809907023627041,-1.18032115526166
0.08204022547616441,2.376,1.6600000000000001,0.367223071166951,-1.20017555501386
0.08564565342995664,2.376,1.69,0.3760317103118088,-1.313329393379307
0.08322932483389411,2.376,1.6600000000000001,0.3798754724906955,-1.1880946358247841
0.08309003797091238,2.376,1.6600000000000001,0.36685671374477813,-1.6094785396167937
0.08388222047232885,2.376,1.68,0.3654178478194997,-1.4984739207266702
0.0814641221765948,2.376,1.61,0.369907279371403,-1.183067673293484
0.08157413143234435,2.376,1.6,0.37768732643105163,-1.2578722421246677
0.08347618391248457,2.376,1.62,0.36026642960071925,-1.6016365957504564
