ISE,Eff,Sett,Hinf_like,SpecAbs
0.08333031509200006,0.21159328153462692,1.51,0.37994940644158526,-1.1667199568278765
0.08608856466997118,0.23372830765891897,1.5,0.3773286312779817,-1.187215351975988
0.07856276481767493,0.1729927462008714,1.44,0.3612548258814222,-1.2599059348126727
0.08577759782108528,0.24021967735745406,1.5,0.37828824645503834,-1.2086401430965357
0.08428914171444524,0.18252829134651496,1.56,0.3681669887722915,-1.3823503688718295
0.08160595680393161,0.20087208286724564,1.49,0.36333943612369524,-1.2103219050584388
0.08243350685090162,0.20318150844468236,1.49,0.36734329819621614,-1.308222495379347
0.08055112275834228,0.17096786800268615,1.45,0.36519456347940205,-1.7329865293767202
0.08415066359821786,0.22813316676363488,1.5,0.37024718885604485,-1.4434196719530443
0.08516551500769216,0.23551320616550797,1.47,0.3777392896388314,-1.227167559144493
0.08208848577230944,0.16876340939298026,1.55,0.36500156115721083,-1.730862522232314
0.083748206859335,0.2078986580412332,1.5,0.3789685856883764,-1.1920868318287399
0.08416922270688153,0.2133154612523453,1.48,0.3758209650343597,-1.2863142722791312
0.0832685895873454,0.22113277184918237,1.49,0.37661810281465147,-1.2785057506561253
0.08503273473254726,0.22364759513007287,1.48,0.36969212951257147,-1.4240942190172903
0.0854470130387987,0.20209840217269928,1.5,0.36681841178269226,-1.5462446941098253
0.08407453875342448,0.22347643354573682,1.49,0.3764342461469723,-1.2752368309915099
0.08244545768345397,0.20925292800063172,1.45,0.3697470365153388,-1.4573668668800157
0.0849513736146976,0.19794899813079503,1.56,0.3801830516147045,-1.1726783379995478
0.08439870097225152,0.21775195775727965,1.49,0.3809907023627041,-1.18032115526166
0.08364319864659667,0.2307856146036958,1.46,0.367223071166951,-1.20017555501386
0.08586485726848919,0.1988298370924716,1.73,0.3760317103118088,-1.313329393379307
0.08432807627112356,0.21699966078887442,1.51,0.3798754724906955,-1.1880946358247841
0.08339335371055594,0.2047089952599049,1.49,0.36685671374477813,-1.6094785396167937
0.08426073006229634,0.20338817625434316,1.51,0.3654178478194997,-1.4984739207266702
0.08178833623289351,0.19607844887614342,1.5,0.369907279371403,-1.183067673293484
0.08183411233484085,0.19550546642597078,1.47,0.37768732643105163,-1.2578722421246677
0.08200638651083753,0.16190000901307153,1.58,0.36026642960071925,-1.6016365957504564
